rank,freq,Infinitiv,Unreg,Trans,"Präsens_ich","Präsens_ich*","Präsens_du","Präsens_du*","Präsens_er, sie, es","Präteritum_ich","Präteritum_ich*","Partizip II","Partizip II*","Konjunktiv II_ich","Konjunktiv II_ich*","Imperativ Singular","Imperativ Singular*","Imperativ Singular 2","Imperativ Plural","Imperativ Plural*",Hilfsverb,Hilfsverb*,Bild,"Bild 1","Bild 2","Bild 3","Bild 4"
6906,563,abspielen,"","","spiele ab","","spielst ab","","spielt ab","spielte ab","",abgespielt,"","spielte ab","","spiele ab","","","spielt ab","",haben,"","","","","",""
6920,561,"ankündigen","","","kündige an","","kündigst an","","kündigt an","kündigte an","","angekündigt","","kündigte an","","kündige an","","","kündigt an","",haben,"","","","","",""
6924,561,einbilden,"","","bilde ein","","bildest ein","","bildet ein","bildete ein","",eingebildet,"","bildete ein","","bilde ein","","","bildet ein","",haben,"","","","","",""
6933,560,sichten,"","",sichte,"",sichtest,"",sichtet,sichtete,"",gesichtet,"",sichtete,"",sichte,"","",sichtet,"",haben,"","","","","",""
6936,560,fortfahren,X,"","fahre fort","","fährst fort","","fährt fort","fuhr fort","",fortgefahren,"","führe fort","","fahr fort","fahre fort","","fahrt fort","",sein,haben,"","","","",""
6946,559,aussterben,"","","sterbe aus","","stirbst aus","","stirbt aus","starb aus","",ausgestorben,"","stürbe aus","","stirb aus","","","sterbt aus","",sein,"","Mammuthus by J. Smit.jpg|thumb|1|Die letzten [[Mammut]]s ''starben'' vor ca. 4.000 [[Jahr]]en in [[Sibirien]] ''aus.''","","","",""
6950,559,verkraften,"","",verkrafte,"",verkraftest,"",verkraftet,verkraftete,"",verkraftet,"",verkraftete,"",verkraft,verkrafte,"",verkraftet,"",haben,"","","","","",""
6965,558,mitkriegen,"","","kriege mit","","kriegst mit","","kriegt mit","kriegte mit","",mitgekriegt,"","kriegte mit","","krieg mit","kriege mit","","kriegt mit","",haben,"","","","","",""
6969,557,einfrieren,"","","friere ein","","frierst ein","","friert ein","fror ein","",eingefroren,"","fröre ein","","frier ein","friere ein","","friert ein","",sein,haben,"","","","",""
6975,557,abliefern,"","","liefere ab","","lieferst ab","","liefert ab","lieferte ab","",abgeliefert,"","lieferte ab","","liefer ab","liefere ab","","liefert ab","",haben,"","","","","",""
6978,556,verzaubern,"","",verzaubere,"",verzauberst,"",verzaubert,verzauberte,"",verzaubert,"",verzauberte,"",verzauber,verzaubere,"",verzaubert,"",haben,"","","","","",""
6985,554,schiffen,"","",schiffe,"",schiffst,"",schifft,schiffte,"",geschifft,"",schiffte,"",schiff,schiffe,"",schifft,"",haben,"","","","","",""
7008,553,einweihen,"","","weihe ein","","weihst ein","","weiht ein","weihte ein","",eingeweiht,"","weihte ein","","weih ein","weihe ein","","weiht ein","",haben,"","","","","",""
7009,552,erzielen,"","",erziele,"",erzielst,"",erzielt,erzielte,"",erzielt,"",erzielte,"",erziele,"","",erzielt,"",haben,"","","","","",""
7011,552,zusammenleben,"","","lebe zusammen","","lebst zusammen","","lebt zusammen","lebte zusammen","",zusammengelebt,"","lebte zusammen","","leb zusammen","lebe zusammen","","lebt zusammen","",haben,"","","","","",""
7027,550,umfallen,"","","falle um","","fällst um","","fällt um","fiel um","",umgefallen,"","fiele um","","fall um","","","fallt um","",sein,"","","","","",""
7031,550,falten,"","",falte,"",faltest,"",faltet,faltete,"",gefaltet,gefalten,faltete,"",falte,falt,"",faltet,"",haben,"","256Schichten.JPG|thumb|1|Ein [[Blatt]] [[Papier]] wurde 256-mal ''gefaltet.''","","","",""
7047,548,schmieden,"","",schmiede,"",schmiedest,"",schmiedet,schmiedete,"",geschmiedet,"",schmiedete,"",schmiede,"","",schmiedet,"",haben,"","","Blacksmith at work02.jpg|thumb|1|''schmieden'' eines [[Eisenstab]]es","Acampamento Farroupilha, Parque da Harmonia, Porto Alegre, Brasil 2015 17.webm|thumb|1|''schmieden'' auf einem [[Amboss]]","",""
7050,547,schminken,"","",schminke,"",schminkst,"",schminkt,schminkte,"",geschminkt,"",schminkte,"",schmink,"","",schminkt,"",haben,"","Woman applying make-up.jpg|220px|1|Lidschatten ''schminken''","","","",""
7051,547,beheben,"","",behebe,"",behebst,"",behebt,behob,"",behoben,"","behöbe","",behebe,"","",behebt,"",haben,"","","","","",""
7054,547,anfordern,"","","forder an","fordere an","forderst an","","fordert an","forderte an","",angefordert,"","forderte an","","forder an","fordere an","","fordert an","",haben,"","","","","",""
7057,547,schrauben,"","",schraube,"",schraubst,"",schraubt,schraubte,"",geschraubt,"",schraubte,"",schraube,schraub,"",schraubt,"",haben,"","","","","",""
7071,545,verabreichen,"",X,verabreiche,"",verabreichst,"",verabreicht,verabreichte,"",verabreicht,"",verabreichte,"",verabreiche,"","",verabreicht,"",haben,"","","","","",""
7077,545,erhoffen,"","",erhoffe,"",erhoffst,"",erhofft,erhoffte,"",erhofft,"",erhoffte,"",erhoff,erhoffe,"",erhofft,"",haben,"","","","","",""
7088,544,auszahlen,"","","zahle aus","","zahlst aus","","zahlt aus","zahlte aus","",ausgezahlt,"","zahlte aus","","zahl aus","zahle aus","","zahlt aus","",haben,"","","","","",""
7104,542,"schwänzen","","","schwänze","","schwänzt","","schwänzt","schwänzte","","geschwänzt","","schwänzte","","schwänze","schwänz","","schwänzt","",haben,"","","","","",""
7105,542,auslachen,"","","lache aus","","lachst aus","","lacht aus","lachte aus","",ausgelacht,"","lachte aus","","lach aus","lache aus","","lacht aus","",haben,"","","","","",""
7106,542,ausrasten,"","","raste aus","","rastest aus","","rastet aus","rastete aus","",ausgerastet,"","rastete aus","","rast aus","raste aus","","rastet aus","",sein,haben,"","","","",""
7107,542,"erhören","","","erhöre","","erhörst","","erhört","erhörte","","erhört","","erhörte","","erhöre","","","erhört","",haben,"","","","","",""
7118,541,strafen,"","",strafe,"",strafst,"",straft,strafte,"",gestraft,"",strafte,"",strafe,straf,"",straft,"",haben,"","","","","",""
7123,541,"überholen","","","hole über","","holst über","","holt über","holte über","","übergeholt","","holte über","","hol über","hole über","","holt über","",haben,"","","Fähre_Altrip-Mannheim.jpeg|mini|1|Autos und Menschen werden ''übergeholt''","Heeling_to_windward.jpg|mini|2|ein kleines Boot ''holt über''","Gipp.png|mini|3|''überholen'' der Segel bei einer Halse",""
7123,541,"überholen","","","überhole","","überholst","","überholt","überholte","","überholt","","überholte","","überhol","überhole","","überholt","",haben,"","","Inhalen.gif|mini|1|ein blaues Auto ''überholt'' ein graues Auto auf der rechten Fahrbahn","Pothole_repair.jpg|mini|2|ein Mann ''überholt'' eine Straße","",""
7127,541,abriegeln,"","","riegele ab","","riegelst ab","","riegelt ab","riegelte ab","",abgeriegelt,"","riegelte ab","","riegele ab","","","riegelt ab","",haben,"","","","","",""
7136,540,"färben","","","färbe","","färbst","","färbt","färbte","","gefärbt","","färbte","","färbe","","","färbt","",haben,"","","","","",""
7139,539,alarmieren,"","",alarmiere,"",alarmierst,"",alarmiert,alarmierte,"",alarmiert,"",alarmierte,"",alarmier,alarmiere,"",alarmiert,"",haben,"","","","","",""
7141,539,verschicken,"","",verschicke,"",verschickst,"",verschickt,verschickte,"",verschickt,"",verschickte,"",verschick,verschicke,"",verschickt,"",haben,"","","","","",""
7143,539,betonen,"","",betone,"",betonst,"",betont,betonte,"",betont,"",betonte,"",betone,"","",betont,"",haben,"","","","","",""
7166,537,kitzeln,"","",kitzele,kitzle,kitzelst,"",kitzelt,kitzelte,"",gekitzelt,"",kitzelte,"",kitzele,"","",kitzelt,"",haben,"","","","","",""
7177,536,reihen,"","",reihe,"",reihst,"",reiht,reihte,"",gereiht,"",reihte,"",reih,"","",reiht,"",haben,"","","","","",""
7177,536,reihen,"","",reihe,"",reihst,"",reiht,reihte,"",gereiht,"",reihte,"",reih,"","",reiht,"",haben,"","","","","",""
7177,536,reihen,"","",reihe,"",reihst,"",reiht,reihte,rieh,gereiht,geriehen,rieh,"",reih,"","",reiht,"",haben,"","","","","",""
7182,536,weiden,"","",weide,"",weidest,"",weidet,weidete,"",geweidet,"",weidete,"",weide,"","",weidet,"",haben,"","","","","",""
7196,534,aufessen,"","","esse auf","","isst auf","","isst auf","aß auf","",aufgegessen,"","äße auf","","iss auf","","","esst auf","",haben,"","","","","",""
7220,531,"überreichen","","","überreiche","","überreichst","","überreicht","überreichte","","überreicht","","überreichte","","überreich","überreiche","","überreicht","",haben,"","","","","",""
7228,531,renovieren,"","",renoviere,"",renovierst,"",renoviert,renovierte,"",renoviert,"",renovierte,"",renoviere,renovier,"",renoviert,"",haben,"","Bundesarchiv Bild 183-1986-0820-025, Schwerin, Friedensschule, Renovierungsarbeiten.jpg|260px|1|zwei Handwerker renovieren eine Schule","","","",""
7233,530,niederschlagen,"","","schlage nieder","","schlägst nieder","","schlägt nieder","schlug nieder","",niedergeschlagen,"","schlüge nieder","","schlag nieder","schlage nieder","","schlagt nieder","",haben,"","","","","",""
7249,528,rudern,"","",rudere,"",ruderst,"",rudert,ruderte,"",gerudert,"",ruderte,"",rudere,ruder,"",rudert,"",sein,haben,"","Rudern-Achter.jpg|mini|1|diese Männer ''rudern'' in einem Achter","Gig-Rowing-Tom-Corser-2005.ogg|mini|1|''Rudern'' auf See","",""
7254,528,entfliehen,"","",entfliehe,"",entfliehst,"",entflieht,entfloh,"",entflohen,"","entflöhe","",entflieh,entfliehe,"",entflieht,"",sein,"","","","","",""
7261,527,reinlassen,"","","lasse rein","","lässt rein","","lässt rein","ließ rein","",reingelassen,"","ließe rein","","lass rein","lasse rein","","lasst rein","",haben,"","","","","",""
7263,527,zubereiten,"","","bereite zu","","bereitest zu","","bereitet zu","bereitete zu","",zubereitet,"","bereitete zu","","bereite zu","","","bereitet zu","",haben,"","","","","",""
7267,526,nachschauen,"","","schaue nach","","schaust nach","","schaut nach","schaute nach","",nachgeschaut,"","schaute nach","","schau nach","schaue nach","","schaut nach","",haben,"","","","","",""
7284,525,hinstellen,"","","stelle hin","","stellst hin","","stellt hin","stellte hin","",hingestellt,"","stellte hin","","stell hin","stelle hin","","stellt hin","",haben,"","","","","",""
7286,525,"überstürzen","","","überstürze","","überstürzt","","überstürzt","überstürzte","","überstürzt","","überstürzte","","überstürze","überstürz","","überstürzt","",haben,"","","","","",""
7288,525,besteigen,"","",besteige,"",besteigst,"",besteigt,bestieg,"",bestiegen,"",bestiege,"",besteig,"","",besteigt,"",haben,"","","","","",""
7319,522,abschleppen,"","","schleppe ab","","schleppst ab","","schleppt ab","schleppte ab","",abgeschleppt,"","schleppte ab","","schleppe ab","","","schleppt ab","",haben,"","","Praha, Břevnov, Vypich, odtah autobusu.JPG|250px|1|Ein Bus ''wird abgeschleppt.''","Bundesarchiv Bild 183-43422-0001, Briefträger der Deutschen Post mit Paketen.jpg|250px|3|Ein Postmitarbeiter ''schleppt sich'' mit Paketen ''ab.''","",""
7324,521,"verschütten","","","verschütte","","verschüttest","","verschüttet","verschüttete","","verschüttet","","verschüttete","","verschütt","verschütte","","verschüttet","",haben,"","","","","",""
7344,519,"schütten","","","schütte","","schüttest","","schüttet","schüttete","","geschüttet","","schüttete","","schütt","schütte","","schüttet","",haben,"","","","","",""
7345,518,"beeinträchtigen","","","beeinträchtige","","beeinträchtigst","","beeinträchtigt","beeinträchtigte","","beeinträchtigt","","beeinträchtigte","","beeinträchtige","","","beeinträchtigt","",haben,"","","","","",""
7351,518,"verspüren","","","verspüre","","verspürst","","verspürt","verspürte","","verspürt","","verspürte","","verspüre","","","verspürt","",haben,"","","","","",""
7353,518,berufen,"","",berufe,"",berufst,"",beruft,berief,"",berufen,"",beriefe,"",beruf,"","",beruft,"",haben,"","","","","",""
7363,517,befassen,"","",befasse,"",befasst,"",befasst,befasste,"",befasst,"",befasste,"",befass,befasse,"",befasst,"",haben,"","","","","",""
7367,517,spendieren,"","",spendiere,"",spendierst,"",spendiert,spendierte,"",spendiert,"",spendierte,"",spendiere,spendier,"",spendiert,"",haben,"","","","","",""
7374,516,vorhersagen,"","","sage vorher","","sagst vorher","","sagt vorher","sagte vorher","",vorhergesagt,"","sagte vorher","","sag vorher","sage vorher","","sagt vorher","",haben,"","","","","",""
7378,516,"einschätzen","","","schätze ein","","schätzt ein","","schätzt ein","schätzte ein","","eingeschätzt","","schätzte ein","","schätz ein","schätze ein","","schätzt ein","",haben,"","","","","",""
7398,514,sabotieren,"","",sabotiere,"",sabotierst,"",sabotiert,sabotierte,"",sabotiert,"",sabotierte,"",sabotier,sabotiere,"",sabotiert,"",haben,"","","","","",""
7406,513,zwiebeln,"","",zwieble,zwiebele,zwiebelst,"",zwiebelt,zwiebelte,"",gezwiebelt,"",zwiebelte,"",zwieble,zwiebele,"",zwiebelt,"",haben,"","","","","",""
7413,512,toben,"","",tobe,"",tobst,"",tobt,tobte,"",getobt,"",tobte,"",tob,tobe,"",tobt,"",haben,"","","","","",""
7416,512,raffinieren,"","",raffiniere,"",raffinierst,"",raffiniert,raffinierte,"",raffiniert,"",raffinierte,"",raffinier,raffiniere,"",raffiniert,"",haben,"","Lompen Zucker-Museum.jpg|mini|1|Kolonialzucker wurde erst in Europa ''raffiniert''","","","",""
7417,512,verstummen,"","",verstumme,"",verstummst,"",verstummt,verstummte,"",verstummt,"",verstummte,"",verstumm,verstumme,"",verstummt,"",sein,"","","","","",""
7430,511,"berücksichtigen","","","berücksichtige","","berücksichtigst","","berücksichtigt","berücksichtigte","","berücksichtigt","","berücksichtigte","","berücksichtige","","","berücksichtigt","",haben,"","","","","",""
7444,510,"türken","","","türke","","türkst","","türkt","türkte","","getürkt","","türkte","","türke","","","türkt","",haben,"","","","","",""
7451,509,bombardieren,"","",bombardiere,"",bombardierst,"",bombardiert,bombardierte,"",bombardiert,"",bombardierte,"",bombardiere,bombardier,"",bombardiert,"",haben,"","","","","",""
7453,509,brummen,"","",brumme,"",brummst,"",brummt,brummte,"",gebrummt,"",brummte,"",brumme,brumm,"",brummt,"",haben,"","","","","",""
7461,508,durchsagen,"","","sage durch","","sagst durch","","sagt durch","sagte durch","",durchgesagt,"","sagte durch","","sage durch","","","sagt durch","",haben,"","","","","",""
7465,508,entsorgen,"",X,entsorge,"",entsorgst,"",entsorgt,entsorgte,"",entsorgt,"",entsorgte,"",entsorg,entsorge,"",entsorgt,"",haben,"","","3MuelltonnenDeutschland.jpg|thumb|1|durch [[Mülltrennung]] werden [[unterschiedlich]]e [[Abfall|Abfälle]] in [[unterschiedlich]]en [[Mülleimer]]n ''entsorgt''","Mülltrennung.jpg|thumb|1|[[Glas]] wird in [[Glascontainer]]n ''entsorgt''","",""
7466,508,vorspielen,"","","spiele vor","","spielst vor","","spielt vor","spielte vor","",vorgespielt,"","spielte vor","","spiel vor","spiele vor","","spielt vor","",haben,"","","","","",""
7467,508,beschatten,"","",beschatte,"",beschattest,"",beschattet,beschattete,"",beschattet,"",beschattete,"",beschatte,"","",beschattet,"",haben,"","","","","",""
7472,507,wegziehen,"",X,"ziehe weg","","ziehst weg","","zieht weg","zog weg","",weggezogen,"","zöge weg","","zieh weg","","","zieht weg","",sein,haben,"","","","",""
7475,507,absteigen,"","","steige ab","","steigst ab","","steigt ab","stieg ab","",abgestiegen,"","stiege ab","","steig ab","steige ab","","steigt ab","",sein,"","","","","",""
7499,505,eingeben,X,"","gebe ein","","gibst ein","","gibt ein","gab ein","",eingegeben,"","gäbe ein","","gib ein","","","gebt ein","",haben,"","","","","",""
7499,505,eingeben,X,"","gebe ein","","gibst ein","","gibt ein","gab ein","",eingegeben,"","gäbe ein","","gib ein","","","gebt ein","",haben,"","","","","",""
7499,505,eingeben,X,"","gebe ein","","gibst ein","","gibt ein","gab ein","",eingegeben,"","gäbe ein","","gib ein","","","gebt ein","",haben,"","","","","",""
7506,504,"abstoßen","","","stoße ab","","stößt ab","","stößt ab","stieß ab","","abgestoßen","","stieße ab","","stoße ab","","","stoßt ab","",haben,"","","","","",""
7509,504,verspotten,"","",verspotte,"",verspottest,"",verspottet,verspottete,"",verspottet,"",verspottete,"",verspotte,"","",verspottet,"",haben,"","","","","",""
7523,502,zusammenstellen,"","","stelle zusammen","","stellst zusammen","","stellt zusammen","stellte zusammen","",zusammengestellt,"","stellte zusammen","","stelle zusammen","","","stellt zusammen","",haben,"","","","","",""
7526,502,zerschlagen,"","",zerschlage,"","zerschlägst","","zerschlägt",zerschlug,"",zerschlagen,"","zerschlüge","",zerschlag,zerschlage,"",zerschlagt,"",haben,"","","","","",""
7557,500,aufkreuzen,"","","kreuze auf","","kreuzt auf","","kreuzt auf","kreuzte auf","",aufgekreuzt,"","kreuzte auf","","kreuz auf","kreuze auf","","kreuzt auf","",sein,haben,"","","","",""
7575,498,flirten,"","",flirte,"",flirtest,"",flirtet,flirtete,"",geflirtet,"",flirtete,"",flirt,flirte,"",flirtet,"",haben,"","Federico Andreotti - An Afternoon Tea.jpg|thumb|1|[[Mann]] und [[Frau]] ''flirten'' beim [[Tee]] [[miteinander]].","","","",""
7579,498,vermischen,"","",vermische,"",vermischst,vermischt,vermischt,vermischte,"",vermischt,"",vermischte,"",vermische,"","",vermischt,"",haben,"","Pouring cream into drip coffee.gif|thumb|2|[[Kaffee]] und [[Milch]] ''vermischen'' sich","","","",""
7595,496,ausstatten,"","","statte aus","","stattest aus","","stattet aus","stattete aus","",ausgestattet,"","stattete aus","","statt aus","statte aus","","stattet aus","",haben,"","","","","",""
7604,496,beschimpfen,"","",beschimpfe,"",beschimpfst,"",beschimpft,beschimpfte,"",beschimpft,"",beschimpfte,"",beschimpfe,"","",beschimpft,"",haben,"","","","","",""
7613,494,plagen,"","",plage,"",plagst,"",plagt,plagte,"",geplagt,"",plagte,"",plag,plage,"",plagt,"",haben,"","","","","",""
7614,494,weiterhelfen,"","","helfe weiter","","hilfst weiter","","hilft weiter","half weiter","",weitergeholfen,"","hülfe weiter","hälfe weiter","hilf weiter","","","helft weiter","",haben,"","","","","",""
