rank,freq,Wort,Wortart,"Hörbeispiele",Synonyme,"Gegenwörter","Übersetzung",pronunciation_url
4912,899,Korb,Substantiv,De-Korb.ogg,NYI,NYI,"basket, refusal, beehive",https://commons.wikimedia.org/wiki/Special:FilePath/De-Korb.ogg
4913,899,hinauf,Lokaladverb,De-hinauf.ogg,NYI,NYI,"up, upwards",https://commons.wikimedia.org/wiki/Special:FilePath/De-hinauf.ogg
4914,898,Januar,Substantiv,De-Januar.ogg,NYI,NYI,January,https://commons.wikimedia.org/wiki/Special:FilePath/De-Januar.ogg
4915,898,Studium,Substantiv,De-Studium.ogg,NYI,NYI,studies,https://commons.wikimedia.org/wiki/Special:FilePath/De-Studium.ogg
4916,898,"zufügen",Verb,"De-zufügen.ogg",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/De-zufügen.ogg"
4917,898,berechnen,Verb,De-berechnen.ogg,NYI,NYI,"calculate, charge",https://commons.wikimedia.org/wiki/Special:FilePath/De-berechnen.ogg
4918,897,taugen,Verb,De-taugen.ogg,NYI,NYI,"be good for",https://commons.wikimedia.org/wiki/Special:FilePath/De-taugen.ogg
4919,897,sehnen,Verb,De-sehnen.ogg,NYI,NYI,long,https://commons.wikimedia.org/wiki/Special:FilePath/De-sehnen.ogg
4921,897,Kreditkarte,Substantiv,De-Kreditkarte.ogg,NYI,NYI,"credit card",https://commons.wikimedia.org/wiki/Special:FilePath/De-Kreditkarte.ogg
4923,896,Genick,Substantiv,De-Genick.ogg,NYI,NYI,"nape, neck, scruff",https://commons.wikimedia.org/wiki/Special:FilePath/De-Genick.ogg
4925,896,"Hüllen","Deklinierte Form","",NYI,NYI,"",""
4926,896,quitt,Adjektiv,De-quitt.ogg,NYI,NYI,even,https://commons.wikimedia.org/wiki/Special:FilePath/De-quitt.ogg
4927,896,erfasst,"Partizip II",De-erfasst.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-erfasst.ogg
4928,895,benachrichtigen,Verb,De-benachrichtigen2.ogg,NYI,NYI,inform,https://commons.wikimedia.org/wiki/Special:FilePath/De-benachrichtigen2.ogg
4929,895,sanfte,"Deklinierte Form","",NYI,NYI,"",""
4932,894,echo,"Konjugierte Form","",NYI,NYI,"",""
4933,894,Ruhestand,Substantiv,De-Ruhestand.ogg,NYI,NYI,retirement,https://commons.wikimedia.org/wiki/Special:FilePath/De-Ruhestand.ogg
4934,893,Instinkt,Substantiv,De-Instinkt.ogg,NYI,NYI,instinct,https://commons.wikimedia.org/wiki/Special:FilePath/De-Instinkt.ogg
4935,893,"abschießen",Verb,"",NYI,NYI,shoot,""
4937,893,Irak,Toponym,De-Irak.ogg,NYI,NYI,Iraq,https://commons.wikimedia.org/wiki/Special:FilePath/De-Irak.ogg
4938,892,tippen,Verb,"",NYI,NYI,"tap, type, bet",""
4940,892,"verdächtig",Adjektiv,"",NYI,NYI,"doubtful, suspicious",""
4942,892,feste,"Deklinierte Form","",NYI,NYI,"",""
4943,892,kuppel,"Konjugierte Form","",NYI,NYI,"",""
4944,891,einbringen,Verb,De-einbringen.ogg,NYI,NYI,introduce,https://commons.wikimedia.org/wiki/Special:FilePath/De-einbringen.ogg
4945,891,Henker,Substantiv,De-Henker.ogg,NYI,NYI,executioner,https://commons.wikimedia.org/wiki/Special:FilePath/De-Henker.ogg
4947,891,Agentur,Substantiv,De-Agentur.ogg,NYI,NYI,"agency, news agency",https://commons.wikimedia.org/wiki/Special:FilePath/De-Agentur.ogg
4948,891,anpassen,Verb,De-anpassen.ogg,NYI,NYI,"adapt, assimilate, adjust, adapt, adjust, conform, accommodate",https://commons.wikimedia.org/wiki/Special:FilePath/De-anpassen.ogg
4949,890,Francs,"Deklinierte Form",De-Francs.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Francs.ogg
4950,890,provozieren,Verb,De-provozieren.ogg,NYI,NYI,provoke,https://commons.wikimedia.org/wiki/Special:FilePath/De-provozieren.ogg
4951,890,Alptraum,Substantiv,De-Alptraum.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Alptraum.ogg
4952,889,bingo,Interjektion,"",NYI,NYI,"",""
4953,889,Notaufnahme,Substantiv,De-Notaufnahme.ogg,NYI,NYI,"emergency room",https://commons.wikimedia.org/wiki/Special:FilePath/De-Notaufnahme.ogg
4954,889,"Privatsphäre",Substantiv,"De-Privatsphäre.ogg",NYI,NYI,"privacy, private sphere","https://commons.wikimedia.org/wiki/Special:FilePath/De-Privatsphäre.ogg"
4955,889,Profil,Substantiv,De-Profil.ogg,NYI,NYI,profile,https://commons.wikimedia.org/wiki/Special:FilePath/De-Profil.ogg
4956,888,saugen,Verb,De-saugen.ogg,NYI,NYI,suck,https://commons.wikimedia.org/wiki/Special:FilePath/De-saugen.ogg
4957,887,Saison,Substantiv,De-Saison.ogg,NYI,NYI,season,https://commons.wikimedia.org/wiki/Special:FilePath/De-Saison.ogg
4958,887,Huren,"Deklinierte Form",De-Huren.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Huren.ogg
4959,886,"Schläge","Deklinierte Form","De-Schläge.ogg",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/De-Schläge.ogg"
4960,886,Merlin,Eigenname,"",NYI,NYI,"",""
4961,885,mitbekommen,Verb,"",NYI,NYI,"",""
4962,885,"Länder","Deklinierte Form","De-Länder.ogg",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/De-Länder.ogg"
4963,885,wirtschaft,"Konjugierte Form","",NYI,NYI,"",""
4964,885,Schafe,"Deklinierte Form",De-Schafe.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Schafe.ogg
4965,885,neigen,Verb,De-neigen.ogg,NYI,NYI,"bend, tilt, tend",https://commons.wikimedia.org/wiki/Special:FilePath/De-neigen.ogg
4966,885,Marc,Vorname,De-Marc.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Marc.ogg
4967,885,Set,Substantiv,"",NYI,NYI,set,""
4968,885,Orden,Substantiv,De-Orden.ogg,NYI,NYI,"order, medal, decoration",https://commons.wikimedia.org/wiki/Special:FilePath/De-Orden.ogg
4969,885,Kumpels,"Deklinierte Form","",NYI,NYI,"",""
4970,884,Figuren,"Deklinierte Form",De-Figuren.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Figuren.ogg
4971,883,fasst,"Konjugierte Form","",NYI,NYI,"",""
4972,883,Transporter,Substantiv,"",NYI,NYI,shuttle,""
4973,882,Noah,Vorname,"De-at Noah.ogg",NYI,NYI,Noah,"https://commons.wikimedia.org/wiki/Special:FilePath/De-at Noah.ogg"
4974,882,erstatten,Verb,"",NYI,NYI,"reimburse, report",""
4975,882,"Autorität",Substantiv,"De-Autorität.ogg",NYI,NYI,authority,"https://commons.wikimedia.org/wiki/Special:FilePath/De-Autorität.ogg"
4976,882,Reiter,Substantiv,De-Reiter.ogg,NYI,NYI,"horseman, rider, tab",https://commons.wikimedia.org/wiki/Special:FilePath/De-Reiter.ogg
4977,881,Fetten,"Deklinierte Form","",NYI,NYI,"",""
4978,881,Betten,"Deklinierte Form",De-Betten.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Betten.ogg
4979,881,Nachkommen,"Deklinierte Form","",NYI,NYI,"",""
4980,881,Films,"Deklinierte Form",De-Films.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Films.ogg
4981,881,"vortäuschen",Verb,"De-vortäuschen.ogg",NYI,NYI,"pretend, affect","https://commons.wikimedia.org/wiki/Special:FilePath/De-vortäuschen.ogg"
4983,881,einreichen,Verb,De-einreichen.ogg,NYI,NYI,submit,https://commons.wikimedia.org/wiki/Special:FilePath/De-einreichen.ogg
4984,881,"erwürgen",Verb,"De-erwürgen.ogg",NYI,NYI,"choke, strangle","https://commons.wikimedia.org/wiki/Special:FilePath/De-erwürgen.ogg"
4985,880,vollbringen,Verb,De-vollbringen.ogg,NYI,NYI,"accomplish, complete, finish off",https://commons.wikimedia.org/wiki/Special:FilePath/De-vollbringen.ogg
4986,880,westlich,Adjektiv,De-westlich.ogg,NYI,NYI,western,https://commons.wikimedia.org/wiki/Special:FilePath/De-westlich.ogg
4987,880,Amber,Vorname,"",NYI,NYI,"amber, Amber",""
4988,880,zutritt,"Konjugierte Form","",NYI,NYI,"",""
4989,880,Helikopter,Substantiv,De-Helikopter.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Helikopter.ogg
4990,880,endlos,Adjektiv,De-endlos.ogg,NYI,NYI,"endless, never-ending",https://commons.wikimedia.org/wiki/Special:FilePath/De-endlos.ogg
4992,879,beach,"Konjugierte Form","",NYI,NYI,"",""
4993,879,"zurücktreten",Verb,"De-zurücktreten.ogg",NYI,NYI,"step back, resign","https://commons.wikimedia.org/wiki/Special:FilePath/De-zurücktreten.ogg"
4994,879,Papierkram,Substantiv,"",NYI,NYI,"",""
4995,878,Kontakte,"Deklinierte Form","",NYI,NYI,"",""
4996,878,"prächtig",Adjektiv,"",NYI,NYI,"",""
4997,877,Elefanten,"Deklinierte Form",De-Elefanten.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Elefanten.ogg
5000,877,Italiener,Substantiv,De-Italiener.ogg,NYI,NYI,Italian,https://commons.wikimedia.org/wiki/Special:FilePath/De-Italiener.ogg
5001,877,flieg,"Konjugierte Form","LL-Q188 (deu)-Sebastian Wallroth-flieg.wav",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/LL-Q188 (deu)-Sebastian Wallroth-flieg.wav"
5003,877,"Anhänger",Substantiv,"De-Anhänger.ogg",NYI,NYI,"trailer, pendant, label, follower, supporter","https://commons.wikimedia.org/wiki/Special:FilePath/De-Anhänger.ogg"
5004,875,streng,Adjektiv,"",NYI,NYI,"strict, hard",""
5005,875,Ente,Substantiv,De-Ente.ogg,NYI,NYI,"duck, drake, hoax, canard",https://commons.wikimedia.org/wiki/Special:FilePath/De-Ente.ogg
5007,875,bestechen,Verb,De-bestechen.ogg,NYI,NYI,"bribe, corrupt, win over",https://commons.wikimedia.org/wiki/Special:FilePath/De-bestechen.ogg
5010,874,Datenbank,Substantiv,De-Datenbank.ogg,NYI,NYI,"data bank, data base, databank, database",https://commons.wikimedia.org/wiki/Special:FilePath/De-Datenbank.ogg
5011,874,"verhör","Konjugierte Form","",NYI,NYI,"",""
5012,873,Mode,Substantiv,De-Mode.ogg,NYI,NYI,"vogue, fashion",https://commons.wikimedia.org/wiki/Special:FilePath/De-Mode.ogg
5014,873,wissenschaftlich,Adjektiv,De-wissenschaftlich.ogg,NYI,NYI,scientific,https://commons.wikimedia.org/wiki/Special:FilePath/De-wissenschaftlich.ogg
5015,873,verfehlen,Verb,"",NYI,NYI,"fail, miss",""
5017,873,beinhalten,Verb,De-beinhalten.ogg,NYI,NYI,"include, embody, contain",https://commons.wikimedia.org/wiki/Special:FilePath/De-beinhalten.ogg
5018,872,Sonnenaufgang,Substantiv,De-Sonnenaufgang.ogg,NYI,NYI,"sunrise, dawn",https://commons.wikimedia.org/wiki/Special:FilePath/De-Sonnenaufgang.ogg
5019,872,Einzelheiten,"Deklinierte Form","",NYI,NYI,"",""
5020,871,Tankstelle,Substantiv,"",NYI,NYI,"gas station, petrol station, filling station, service station",""
5021,871,verbannen,Verb,"",NYI,NYI,"banish, exile, relegate, banish",""
5022,871,beklagen,Verb,De-beklagen.ogg,NYI,NYI,complain,https://commons.wikimedia.org/wiki/Special:FilePath/De-beklagen.ogg
5023,870,Eisen,Substantiv,De-Eisen.ogg,NYI,NYI,iron,https://commons.wikimedia.org/wiki/Special:FilePath/De-Eisen.ogg
5024,870,Ziege,Substantiv,De-Ziege.OGG,NYI,NYI,"goat, bag",https://commons.wikimedia.org/wiki/Special:FilePath/De-Ziege.OGG
5025,870,"Würstchen",Substantiv,"De-Würstchen.ogg",NYI,NYI,sausage,"https://commons.wikimedia.org/wiki/Special:FilePath/De-Würstchen.ogg"
5026,870,Hoffnungen,"Deklinierte Form",De-Hoffnungen.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Hoffnungen.ogg
5027,870,"Aktivitäten","Deklinierte Form","De-Aktivitäten.ogg",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/De-Aktivitäten.ogg"
5028,870,Feierabend,Substantiv,De-Feierabend.ogg,NYI,NYI,"closing time, quitting time, knocking-off time",https://commons.wikimedia.org/wiki/Special:FilePath/De-Feierabend.ogg
5029,869,egoistisch,Adjektiv,De-egoistisch.ogg,NYI,NYI,"selfish, egotistical, egoistical",https://commons.wikimedia.org/wiki/Special:FilePath/De-egoistisch.ogg
5030,869,aufsuchen,Verb,"De-aufsuchen 01 (fcm).ogg",NYI,NYI,"go, visit","https://commons.wikimedia.org/wiki/Special:FilePath/De-aufsuchen 01 (fcm).ogg"
5031,869,Gewehre,"Deklinierte Form",De-Gewehre.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Gewehre.ogg
5032,869,Besprechung,Substantiv,De-Besprechung.ogg,NYI,NYI,"meeting, discussion",https://commons.wikimedia.org/wiki/Special:FilePath/De-Besprechung.ogg
5033,869,Zahnarzt,Substantiv,De-Zahnarzt.ogg,NYI,NYI,dentist,https://commons.wikimedia.org/wiki/Special:FilePath/De-Zahnarzt.ogg
5034,869,fotze,"Konjugierte Form","",NYI,NYI,"",""
5035,868,Konferenz,Substantiv,"LL-Q188 (deu)-Sebastian Wallroth-Konferenz.wav",NYI,NYI,conference,"https://commons.wikimedia.org/wiki/Special:FilePath/LL-Q188 (deu)-Sebastian Wallroth-Konferenz.wav"
5036,868,Elisabeth,Vorname,De-Elisabeth.ogg,NYI,NYI,Elizabeth,https://commons.wikimedia.org/wiki/Special:FilePath/De-Elisabeth.ogg
5037,868,vorwerfen,Verb,De-vorwerfen.ogg,NYI,NYI,reproach,https://commons.wikimedia.org/wiki/Special:FilePath/De-vorwerfen.ogg
5038,868,erbarmen,Verb,De-erbarmen.ogg,NYI,NYI,"pity, have mercy",https://commons.wikimedia.org/wiki/Special:FilePath/De-erbarmen.ogg
5039,868,"Cäsar",Vorname,"De-Cäsar.ogg",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/De-Cäsar.ogg"
5040,867,ertrage,"Konjugierte Form","",NYI,NYI,"",""
5041,867,abknallen,Verb,"",NYI,NYI,"",""
5042,867,"ärsche","Konjugierte Form","",NYI,NYI,"",""
5043,866,Lena,Vorname,De-Lena.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Lena.ogg
5045,866,Tumor,Substantiv,De-Tumor.ogg,NYI,NYI,"tumor, tumour",https://commons.wikimedia.org/wiki/Special:FilePath/De-Tumor.ogg
5047,866,"Könige","Deklinierte Form","De-Könige.ogg",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/De-Könige.ogg"
5048,865,"zurückbekommen",Verb,"}}, {{Prät.",NYI,NYI,"get back, retrieve","https://commons.wikimedia.org/wiki/Special:FilePath/}}, {{Prät."
5049,865,zusammenhalten,Verb,"",NYI,NYI,"",""
5050,865,Kacke,Interjektion,De-Kacke.ogg,NYI,NYI,"shit, crap",https://commons.wikimedia.org/wiki/Special:FilePath/De-Kacke.ogg
5051,865,arrogant,Adjektiv,De-arrogant.ogg,NYI,NYI,arrogant,https://commons.wikimedia.org/wiki/Special:FilePath/De-arrogant.ogg
5052,865,Georg,Vorname,De-Georg.ogg,NYI,NYI,George,https://commons.wikimedia.org/wiki/Special:FilePath/De-Georg.ogg
5053,865,Handtasche,Substantiv,De-Handtasche.ogg,NYI,NYI,"handbag, bag",https://commons.wikimedia.org/wiki/Special:FilePath/De-Handtasche.ogg
5054,864,Abzug,Substantiv,De-Abzug.ogg,NYI,NYI,"pull-out, withdrawal, flue, fume hood, print, trigger, deduction",https://commons.wikimedia.org/wiki/Special:FilePath/De-Abzug.ogg
5055,864,Brett,Substantiv,De-Brett.ogg,NYI,NYI,"plank, board",https://commons.wikimedia.org/wiki/Special:FilePath/De-Brett.ogg
5058,863,Rucksack,Substantiv,De-Rucksack.ogg,NYI,NYI,"rucksack, knapsack, haversack, backpack",https://commons.wikimedia.org/wiki/Special:FilePath/De-Rucksack.ogg
5059,863,weltweit,Adjektiv,De-weltweit.ogg,NYI,NYI,"worldwide, global",https://commons.wikimedia.org/wiki/Special:FilePath/De-weltweit.ogg
5060,863,flagge,"Konjugierte Form","",NYI,NYI,"",""
5061,862,Mario,Vorname,"",NYI,NYI,"",""
5062,862,stur,Adjektiv,De-stur.ogg,NYI,NYI,"stubborn, obstinate",https://commons.wikimedia.org/wiki/Special:FilePath/De-stur.ogg
5063,862,anfangs,Adverb,De-anfangs.ogg,NYI,NYI,"at first, initially, at the beginning",https://commons.wikimedia.org/wiki/Special:FilePath/De-anfangs.ogg
5064,862,"gewähren",Verb,"De-gewähren.ogg",NYI,NYI,grant,"https://commons.wikimedia.org/wiki/Special:FilePath/De-gewähren.ogg"
5065,862,Andrea,Vorname,De-Andrea.ogg,NYI,NYI,Andrea,https://commons.wikimedia.org/wiki/Special:FilePath/De-Andrea.ogg
5066,861,Haltung,Substantiv,De-Haltung.ogg,NYI,NYI,"posture, attitude, bearing, composure, breeding, cattle-breeding, stockbreeding",https://commons.wikimedia.org/wiki/Special:FilePath/De-Haltung.ogg
5067,861,Sammlung,Substantiv,De-Sammlung.ogg,NYI,NYI,collection,https://commons.wikimedia.org/wiki/Special:FilePath/De-Sammlung.ogg
5068,861,Winkel,Toponym,De-Winkel.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Winkel.ogg
5069,861,sozial,Adjektiv,De-sozial.ogg,NYI,NYI,social,https://commons.wikimedia.org/wiki/Special:FilePath/De-sozial.ogg
5071,861,benennen,Verb,De-benennen.ogg,NYI,NYI,"name, call, term, title, mention, name, indicate, give, cite, appoint, designate, assign, nominate, constitute",https://commons.wikimedia.org/wiki/Special:FilePath/De-benennen.ogg
5072,860,Auswahl,Substantiv,De-Auswahl.ogg,NYI,NYI,"selection, choice, assortment",https://commons.wikimedia.org/wiki/Special:FilePath/De-Auswahl.ogg
5073,860,Chips,"Deklinierte Form","",NYI,NYI,"",""
5075,860,Schinken,Substantiv,De-Schinken.ogg,NYI,NYI,ham,https://commons.wikimedia.org/wiki/Special:FilePath/De-Schinken.ogg
5076,859,Zombies,"Deklinierte Form",De-Zombies.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Zombies.ogg
5077,859,"ähneln",Verb,"De-ähneln.ogg",NYI,NYI,"resemble, be similar, be alike","https://commons.wikimedia.org/wiki/Special:FilePath/De-ähneln.ogg"
5079,858,Simone,Vorname,"}}, {{Pl.1",NYI,NYI,"Simone, Cymone","https://commons.wikimedia.org/wiki/Special:FilePath/}}, {{Pl.1"
5080,858,Pop,Substantiv,De-Pop.ogg,NYI,NYI,"popular, pop, pop music",https://commons.wikimedia.org/wiki/Special:FilePath/De-Pop.ogg
5081,858,Infektion,Substantiv,De-Infektion.ogg,NYI,NYI,infection,https://commons.wikimedia.org/wiki/Special:FilePath/De-Infektion.ogg
5082,858,Grosse,"Deklinierte Form","",NYI,NYI,"",""
5083,858,Begriffen,"Deklinierte Form","",NYI,NYI,"",""
5084,858,Geldes,"Deklinierte Form","LL-Q188 (deu)-Sebastian Wallroth-Geldes.wav",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/LL-Q188 (deu)-Sebastian Wallroth-Geldes.wav"
5086,857,simpel,Adjektiv,"}} {{Audio",NYI,NYI,simple,"https://commons.wikimedia.org/wiki/Special:FilePath/}} {{Audio"
5088,857,automatisch,Adjektiv,De-automatisch.ogg,NYI,NYI,automatic,https://commons.wikimedia.org/wiki/Special:FilePath/De-automatisch.ogg
5091,856,Einhalten,"Deklinierte Form","",NYI,NYI,"",""
5092,856,Mahlzeit,Interjektion,De-at-Mahlzeit.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-at-Mahlzeit.ogg
5093,856,beschloss,"Konjugierte Form",De-beschloss.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-beschloss.ogg
5094,856,dramatisch,Adjektiv,De-dramatisch.ogg,NYI,NYI,dramatic,https://commons.wikimedia.org/wiki/Special:FilePath/De-dramatisch.ogg
5095,856,dulden,Verb,De-dulden.ogg,NYI,NYI,tolerate,https://commons.wikimedia.org/wiki/Special:FilePath/De-dulden.ogg
5096,856,Produktion,Substantiv,De-Produktion.ogg,NYI,NYI,production,https://commons.wikimedia.org/wiki/Special:FilePath/De-Produktion.ogg
5097,856,spar,"Konjugierte Form","",NYI,NYI,"",""
5098,855,Landung,Substantiv,De-Landung.ogg,NYI,NYI,landing,https://commons.wikimedia.org/wiki/Special:FilePath/De-Landung.ogg
5099,855,Kronen,"Deklinierte Form",De-Kronen.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Kronen.ogg
5100,855,betrachte,"Konjugierte Form","",NYI,NYI,"",""
5101,855,"verständlich",Adjektiv,"De-verständlich.ogg",NYI,NYI,"understandable, intelligible, reasonable","https://commons.wikimedia.org/wiki/Special:FilePath/De-verständlich.ogg"
5102,855,"verwöhnen",Verb,"",NYI,NYI,"",""
5103,854,Burke,Substantiv,"",NYI,NYI,"",""
5104,854,Honig,Substantiv,De-Honig.ogg,NYI,NYI,honey,https://commons.wikimedia.org/wiki/Special:FilePath/De-Honig.ogg
5105,854,beantragen,Verb,De-beantragen.ogg,NYI,NYI,"apply for, propose",https://commons.wikimedia.org/wiki/Special:FilePath/De-beantragen.ogg
5106,854,Passwort,Substantiv,De-Passwort.ogg,NYI,NYI,password,https://commons.wikimedia.org/wiki/Special:FilePath/De-Passwort.ogg
5107,854,Austausch,Substantiv,De-Austausch.ogg,NYI,NYI,exchange,https://commons.wikimedia.org/wiki/Special:FilePath/De-Austausch.ogg
5108,854,meiden,Verb,De-meiden.ogg,NYI,NYI,avoid,https://commons.wikimedia.org/wiki/Special:FilePath/De-meiden.ogg
5109,853,massiv,Adjektiv,De-massiv.ogg,NYI,NYI,"solid, severe",https://commons.wikimedia.org/wiki/Special:FilePath/De-massiv.ogg
5110,853,Diagnose,Substantiv,De-Diagnose.ogg,NYI,NYI,"diagnosis, diagnostics",https://commons.wikimedia.org/wiki/Special:FilePath/De-Diagnose.ogg
5114,853,Bewohner,Substantiv,De-Bewohner.ogg,NYI,NYI,"occupant, inhabitant, tenant, resident",https://commons.wikimedia.org/wiki/Special:FilePath/De-Bewohner.ogg
5116,853,karre,"Konjugierte Form","",NYI,NYI,"",""
5117,852,klirren,Verb,"",NYI,NYI,clink,""
5118,852,orange,Adjektiv,De-orange.ogg,NYI,NYI,"orange, orangey",https://commons.wikimedia.org/wiki/Special:FilePath/De-orange.ogg
5119,852,Turner,Substantiv,"",NYI,NYI,gymnast,""
5121,852,zart,Adjektiv,De-zart.ogg,NYI,NYI,tender,https://commons.wikimedia.org/wiki/Special:FilePath/De-zart.ogg
5122,851,Pflichten,"Deklinierte Form","",NYI,NYI,"",""
5123,850,Hase,Toponym,De-Hase.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Hase.ogg
5124,850,"Bäumen","Deklinierte Form","LL-Q188 (deu)-Sebastian Wallroth-Bäumen.wav",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/LL-Q188 (deu)-Sebastian Wallroth-Bäumen.wav"
5125,850,Sklave,Substantiv,De-Sklave.ogg,NYI,NYI,slave,https://commons.wikimedia.org/wiki/Special:FilePath/De-Sklave.ogg
5126,850,elektrisch,Adjektiv,De-elektrisch.ogg,NYI,NYI,"electric, electrical",https://commons.wikimedia.org/wiki/Special:FilePath/De-elektrisch.ogg
5127,850,seifen,Verb,De-seifen.ogg,NYI,NYI,soaps,https://commons.wikimedia.org/wiki/Special:FilePath/De-seifen.ogg
5133,849,tanze,"Konjugierte Form","",NYI,NYI,"",""
5134,848,korrupt,Adjektiv,De-korrupt.ogg,NYI,NYI,"bent, corrupt",https://commons.wikimedia.org/wiki/Special:FilePath/De-korrupt.ogg
5135,848,scheren,Verb,De-Scheren.ogg,NYI,NYI,shear,https://commons.wikimedia.org/wiki/Special:FilePath/De-Scheren.ogg
